Wind Speed;Production;Actual Production;Difference;SMP;Forecasting error;0.07
7.3;2620;2560;59;124.14;;
7.2;2471;2389;83;118.7;;
7;2175;2129;45;110;;
6.7;2008;1687;321;129.84;;
7.4;2768;2611;157;106.12;;
8.3;4206;4245;-39;84.94;;
9.4;6214;5932;282;82.08;;
10.2;7000;6431;569;79.47;;
9;5484;5659;-174;73.26;;
8.5;4571;4266;305;79.47;;
8.3;4206;4196;10;82.08;;
8.7;4936;4565;372;99.32;;
9.1;5678;5537;141;118;;
8;3658;3571;87;119.89;;
7.7;3213;2981;232;130;;
7.6;3065;3139;-74;130;;
6.9;2119;2307;-187;130;;
6;1620;1663;-43;130;;
7.3;2620;2641;-22;116.54;;
7.4;2768;2688;80;119.39;;
5.1;981;1066;-84;121.7;;
4.1;91;96;-5;94.6;;
5.9;1549;1699;-150;104.24;;
6.6;1953;1884;69;107.71;;
6.7;2008;2203;-194;105.14;;
6.4;1842;1883;-41;101.73;;
5.5;1265;1239;26;104.24;;
4.4;364;354;10;110.26;;
8.45;4480;4698;-218;88.28;;
12.5;7000;6919;81;83;;
13.6;7000;7493;-493;80.07;;
12;7000;6996;4;78.76;;
12;7000;7391;-391;79.37;;
12.2;7000;6839;161;83;;
12.8;7000;6294;706;90;;
14.2;7000;7027;-27;105.08;;
13;7000;7252;-252;118.7;;
11.7;7000;6975;25;116.99;;
11.4;7000;6387;613;111.06;;
12.1;7000;6496;504;106.5;;
12.8;7000;6915;85;126.24;;
15.7;7000;6516;484;112.84;;
13.8;7000;6979;21;104.46;;
11.8;7000;7328;-328;107.38;;
10.4;7000;7530;-530;125;;
10;7000;6734;266;99.14;;
10.4;7000;7318;-318;110.88;;
11.1;7000;7187;-187;129.22;;
9.9;7000;7073;-73;122.59;;
9.4;6214;5607;607;125.91;;
10.3;7000;6873;127;125.4;;
11.3;7000;6288;712;129.22;;
12;7000;6766;234;102.97;;
11.8;7000;6820;180;85.17;;
11.4;7000;7327;-327;80.32;;
11.6;7000;7291;-291;74.52;;
12.1;7000;6861;139;73.49;;
12.3;7000;7224;-224;73.96;;
12.3;7000;7280;-280;73.96;;
12.8;7000;7554;-554;79.41;;
13.1;7000;6403;597;83.28;;
12;7000;7420;-420;83.36;;
12.5;7000;6801;199;84.82;;
12.2;7000;6788;212;85.89;;
11.6;7000;6611;389;104.17;;
11.1;7000;6775;225;101.87;;
11.6;7000;7290;-290;88.07;;
11.2;7000;6786;214;90.6;;
10.5;7000;6807;193;100;;
9.8;7000;7579;-579;87.51;;
9.4;6214;6708;-494;98.44;;
8.9;5302;5081;221;111.85;;
9;5484;5242;243;129.22;;
9;5484;5248;236;129.81;;
8.2;4023;4160;-137;140;;
8;3658;3394;263;140;;
7.7;3213;2906;307;99;;
7.7;3213;3200;13;92.45;;
7.9;3510;3233;277;88.94;;
8.3;4206;3874;331;82.74;;
8.2;4023;4438;-414;83.24;;
7.9;3510;3867;-358;81.05;;
7.6;3065;2864;200;74.76;;
6;1620;1796;-176;72.61;;
5.8;1478;1580;-102;72.61;;
6.6;1953;2323;-370;72.61;;
6.2;1731;1623;108;74.76;;
6.3;1787;1908;-122;76.11;;
5.7;1407;1516;-109;82.74;;
5.8;1478;1417;62;77.55;;
6.7;2008;1564;445;81.75;;
7;2175;2371;-196;83.16;;
7.7;3213;3309;-96;82.74;;
7.8;3361;3240;121;77.73;;
7.8;3361;3209;152;87;;
9;5484;5649;-164;88.47;;
8.2;4023;4084;-61;91.18;;
8.3;4206;4337;-131;92.24;;
7.3;2620;2790;-170;92.03;;
6.5;1897;1831;66;89.78;;
6;1620;1695;-75;79.58;;
5.9;1549;1504;45;73.89;;
6;1620;1553;67;73.87;;
5.3;1123;888;235;73.87;;
4.3;273;307;-34;73.87;;
1.4;0;0;0;75.25;;
0.5;0;0;0;87;;
2.8;0;0;0;100;;
0.8;0;0;0;104.46;;
2;0;0;0;104.46;;
3.3;0;0;0;103.03;;
2.6;0;0;0;108.63;;
2.8;0;0;0;110.03;;
2.5;0;0;0;109.16;;
3.2;0;0;0;106.25;;
2.4;0;0;0;106.22;;
2.4;0;0;0;110.06;;
2.3;0;0;0;99.36;;
3.1;0;0;0;105;;
0.3;0;0;0;114.51;;
1.1;0;0;0;115.77;;
5.4;1194;1102;92;110;;
6.5;1897;1842;56;103.96;;
6.5;1897;1745;152;99.51;;
6.1;1676;1988;-312;84.43;;
11.6;7000;7465;-465;76.2;;
13.9;7000;6038;962;72.67;;
14.3;7000;6240;760;72.67;;
14.7;7000;7291;-291;72.67;;
13.3;7000;6401;599;72.67;;
11.8;7000;7320;-320;73.15;;
10.9;7000;6305;695;80.7;;
10.9;7000;7355;-355;84;;
9.4;6214;6097;117;80.33;;
8.3;4206;4324;-118;83.04;;
7.8;3361;3086;275;85.24;;
7.7;3213;3173;40;104.46;;
4.8;728;646;83;108;;
2.1;0;0;0;108;;
0.9;0;0;0;108.65;;
3.4;0;0;0;112.36;;
1.6;0;0;0;108;;
2.2;0;0;0;129.22;;
2.9;0;0;0;129.22;;
3.8;0;0;0;129.22;;
4.7;637;571;66;108;;
5.8;1478;1456;23;108;;
6.6;1953;1855;98;115.3;;
6.7;2008;1843;166;107.69;;
5.2;1052;1098;-45;84.99;;
6;1620;1677;-57;80.55;;
6.1;1676;1906;-231;76.72;;
6.6;1953;1897;56;75.42;;
8.7;4936;4864;73;79.34;;
10.1;7000;6562;438;90.9;;
6.6;1953;1942;11;105.52;;
6.8;2064;1927;137;111.38;;
7.1;2323;2485;-162;110.87;;
7.4;2768;2449;319;111.22;;
6.6;1953;1851;102;112.49;;
5.8;1478;1396;82;120.85;;
6.4;1842;1911;-69;119.05;;
6.6;1953;2039;-86;112.93;;
6.3;1787;1547;240;114.38;;
6.3;1787;1798;-11;112.6;;
6.3;1787;1664;123;105.24;;
6.2;1731;1797;-66;131.43;;
6.3;1787;2024;-237;131.43;;
6;1620;1619;2;130.23;;
5.5;1265;1208;57;119.35;;
5.6;1336;1278;58;111.62;;
5.8;1478;1439;39;104.46;;
6.3;1787;1809;-23;102.42;;
7;2175;1906;269;93.06;;
7.9;3510;3361;148;88.03;;
7.6;3065;2998;67;84.04;;
6.5;1897;2167;-270;80.7;;
5.7;1407;1279;128;80.57;;
5.8;1478;1420;58;100.01;;
5.4;1194;1010;184;104.46;;
5.2;1052;1054;-1;107.02;;
4.9;819;882;-63;104.46;;
4.7;637;660;-23;107.03;;
5;911;804;107;107.04;;
5.5;1265;1165;100;107.05;;
6.6;1953;2111;-158;104.46;;
6.3;1787;1685;101;107.54;;
5.2;1052;969;83;109.66;;
5.3;1123;1135;-12;107.99;;
5.5;1265;1403;-137;110.63;;
6.1;1676;1775;-99;124.54;;
8.3;4206;4356;-150;130.41;;
7.2;2471;2472;-1;125.02;;
6.4;1842;1702;140;113;;
6;1620;1613;7;107.05;;
6.6;1953;2095;-142;104.46;;
6.6;1953;1908;45;89.92;;
7.8;3361;3364;-2;89.91;;
6.9;2119;1927;192;85.09;;
6.8;2064;2220;-157;82.83;;
4.2;182;183;-1;81.59;;
1.9;0;0;0;83.34;;
0.9;0;0;0;89.91;;
2.3;0;0;0;102.8;;
0.2;0;0;0;104.46;;
1.9;0;0;0;102.82;;
1.8;0;0;0;104.46;;
2.2;0;0;0;104.85;;
2.2;0;0;0;104.46;;
4;0;0;0;103.49;;
4.1;91;96;-5;102.78;;
3.2;0;0;0;102.97;;
2.7;0;0;0;102.82;;
2.8;0;0;0;102.81;;
3.7;0;0;0;108.56;;
6;1620;1710;-90;111.73;;
6.4;1842;1875;-33;113;;
8.1;3841;4323;-483;108;;
11;7000;7076;-76;104.46;;
12.7;7000;6921;79;97.74;;
13.6;7000;7253;-253;93.47;;
11.4;7000;7441;-441;92.37;;
12.1;7000;6672;328;78.16;;
11.3;7000;7165;-165;76.73;;
10.8;7000;6689;311;71.3;;
10.9;7000;7045;-45;71.56;;
12.5;7000;7636;-636;79.36;;
11.4;7000;7400;-400;78.16;;
13;7000;6875;125;79.36;;
12.8;7000;6758;242;77.74;;
12.5;7000;6961;39;79.95;;
13.6;7000;6761;239;79.36;;
13.9;7000;7756;-756;79.39;;
14.1;7000;6190;810;84;;
14.2;7000;7068;-68;88.51;;
13.9;7000;7061;-61;94.06;;
13.7;7000;7092;-92;80.65;;
13.1;7000;7074;-74;86.46;;
13;7000;7694;-694;88.51;;
9;5484;4929;556;94.06;;
10.8;7000;7098;-98;97.02;;
11.7;7000;7201;-201;98.9;;
10.7;7000;7005;-5;98.72;;
10;7000;6693;307;94.06;;
8.4;4389;4255;133;85.16;;
8.8;5119;5268;-148;80.37;;
8.9;5302;5112;189;77.83;;
9.1;5678;6054;-376;77.83;;
8.5;4571;4236;335;76.4;;
8.4;4389;3981;408;68.2;;
7.9;3510;3514;-4;68.31;;
5.7;1407;1466;-59;68.3;;
5.9;1549;1604;-55;70.21;;
7.6;3065;2903;162;69.07;;
7.9;3510;3667;-157;70.87;;
8.6;4754;4607;147;76.69;;
8.3;4206;3948;258;76.4;;
7.5;2916;2810;107;72.21;;
8.8;5119;4697;422;76.17;;
9.5;6378;7513;-1135;77.83;;
9.4;6214;6931;-717;77.83;;
9.7;6876;6927;-51;74.09;;
9.8;7000;6929;71;81.64;;
9.1;5678;5682;-4;88.74;;
8.4;4389;4232;156;98.89;;
7.3;2620;2411;209;98.93;;
6.7;2008;1970;38;98.93;;
6.6;1953;1736;217;98.91;;
7.7;3213;2995;218;85.27;;
7.9;3510;4028;-518;83.98;;
7.7;3213;2864;349;77.05;;
7.5;2916;3067;-150;74.99;;
7.6;3065;3054;10;74.99;;
8.5;4571;4542;29;77.06;;
10;7000;6981;19;89.78;;
9.3;6050;6368;-318;98.92;;
8.8;5119;5151;-31;99.47;;
9.4;6214;5567;647;98.06;;
10.1;7000;6226;774;91.14;;
10.5;7000;6208;792;92.49;;
11;7000;6262;738;98.9;;
11.2;7000;7350;-350;98.92;;
12.1;7000;6801;199;98.92;;
11.5;7000;6312;688;99.94;;
11.4;7000;7078;-78;98.93;;
11.9;7000;7315;-315;105.19;;
11.6;7000;8080;-1080;108.13;;
10.3;7000;7077;-77;108.14;;
9.3;6050;6655;-605;113;;
8.8;5119;5050;70;108;;
10.6;7000;7389;-389;104.46;;
11.2;7000;6723;277;99.92;;
11.7;7000;6709;291;105.18;;
12.4;7000;7296;-296;104.9;;
12.9;7000;6569;431;100.55;;
13.9;7000;6780;220;89.57;;
14;7000;7234;-234;89.57;;
13.4;7000;6302;698;89.71;;
15.5;7000;6848;152;104.46;;
17.7;7000;7205;-205;109.97;;
16.1;7000;6624;376;117.15;;
16.4;7000;6762;238;109.31;;
15.8;7000;7040;-40;105.19;;
15.2;7000;7577;-577;105.21;;
15;7000;7719;-719;105.24;;
17.7;7000;7212;-212;105.24;;
16.8;7000;7450;-450;105.26;;
15;7000;7936;-936;105.34;;
14.2;7000;7504;-504;105.36;;
12;7000;7260;-260;105.53;;
11;7000;7410;-410;131.6;;
12.4;7000;6530;470;129.37;;
12;7000;5981;1019;125.1;;
12.6;7000;7262;-262;123.9;;
13.5;7000;6769;231;132.61;;
12.5;7000;6993;7;131.6;;
13.1;7000;6411;589;104.46;;
14.3;7000;6746;254;89.6;;
16.7;7000;6731;269;85.09;;
15.8;7000;7263;-263;84;;
16.3;7000;7255;-255;78.56;;
15.9;7000;7170;-170;84;;
15.1;7000;7797;-797;92.15;;
15.8;7000;7301;-301;100.82;;
15.3;7000;6807;193;104.56;;
14.4;7000;6835;165;104.56;;
14.8;7000;7032;-32;104.46;;
13.9;7000;6385;615;104.57;;
13.4;7000;6702;298;105.08;;
13.3;7000;7014;-14;106.04;;
12.7;7000;6292;708;106.08;;
13;7000;6988;12;108.07;;
12.6;7000;5954;1046;106.15;;
11.6;7000;6977;23;105.13;;
11.2;7000;7059;-59;109.1;;
11.6;7000;6976;24;111.96;;
11;7000;7409;-409;111.53;;
11.2;7000;7620;-620;108.02;;
11.3;7000;7154;-154;104.57;;
9.8;7000;7219;-219;101.62;;
9;5484;5536;-51;104.46;;
12.1;7000;6637;363;99.23;;
12.8;7000;6732;268;90.73;;
12.8;7000;7439;-439;85.09;;
11.9;7000;6595;405;85.09;;
10.8;7000;6561;439;86.96;;
11.1;7000;7508;-508;100.68;;
10.4;7000;6981;19;106.03;;
8.5;4571;4513;58;108.71;;
8.3;4206;4294;-88;106.58;;
8.2;4023;4207;-184;104.09;;
6.6;1953;2093;-140;104.76;;
5.9;1549;1442;107;108.88;;
4.5;455;484;-28;129.12;;
3.8;0;0;0;124.5;;
3.6;0;0;0;140.2;;
1.4;0;0;0;140;;
0.8;0;0;0;140.2;;
1.9;0;0;0;140.21;;
4.2;182;176;6;140.2;;
3;0;0;0;140.2;;
2.8;0;0;0;140.17;;
2.3;0;0;0;140;;
1.1;0;0;0;120.42;;
3;0;0;0;102.42;;
3.2;0;0;0;89.97;;
2.7;0;0;0;87;;
5.2;1052;961;92;78.62;;
5.5;1265;1159;106;78.62;;
2;0;0;0;85.48;;
1.8;0;0;0;100.12;;
2.3;0;0;0;102.42;;
3.1;0;0;0;106.7;;
3.1;0;0;0;102.42;;
3.5;0;0;0;101.5;;
3.5;0;0;0;104.47;;
2;0;0;0;104.77;;
3.3;0;0;0;104.78;;
4.8;728;634;95;104.76;;
4.4;364;340;24;104.78;;
3.5;0;0;0;121.61;;
2.8;0;0;0;112.07;;
8;3658;3654;4;140;;
8;3658;4045;-387;140.17;;
7.7;3213;3385;-172;140.17;;
13.6;7000;7529;-529;131.46;;
16.9;7000;7044;-44;126.69;;
18.4;7000;6159;841;104.77;;
15.2;7000;7017;-17;102.05;;
15.5;7000;6906;94;102.04;;
15.3;7000;7410;-410;90.99;;
14.7;7000;6805;195;88.63;;
13.3;7000;7040;-40;90.99;;
18.8;7000;6740;260;86.72;;
18.3;7000;6941;59;84.96;;
14.9;7000;7003;-3;87.7;;
15.1;7000;6559;441;90.16;;
14.7;7000;7014;-14;87.71;;
14.4;7000;6674;326;90.86;;
14.1;7000;7013;-13;93.3;;
14.5;7000;7345;-345;94.98;;
16.1;7000;6095;905;104.46;;
15.6;7000;7929;-929;94.62;;
15.9;7000;6865;135;97.69;;
16.2;7000;7261;-261;104.04;;
16.7;7000;7075;-75;96.28;;
17.2;7000;7458;-458;96.98;;
16.5;7000;7809;-809;92.03;;
18.7;7000;6211;789;95.61;;
17.3;7000;7878;-878;98.92;;
11.1;7000;6744;256;99.95;;
6.1;1676;1674;2;87.72;;
6.6;1953;2020;-67;95.59;;
7.4;2768;2384;384;94.13;;
7.6;3065;3028;37;88.32;;
6.9;2119;2261;-141;88.32;;
7.9;3510;3510;-1;88.32;;
8.2;4023;3972;51;91.47;;
8.2;4023;3921;102;88.32;;
7.8;3361;3008;353;78.92;;
9;5484;6120;-635;78.92;;
9.5;6378;6743;-365;78.92;;
7.9;3510;3820;-311;80.93;;
5.9;1549;1547;2;91.47;;
5.7;1407;1392;15;102.42;;
7.5;2916;2898;19;91.47;;
8;3658;3759;-101;91.47;;
8.2;4023;4341;-318;102.42;;
9.4;6214;6933;-719;104.46;;
10.1;7000;6729;271;95.09;;
8.9;5302;5311;-9;101.93;;
8.2;4023;4134;-110;102.48;;
6.4;1842;1875;-33;111;;
5.5;1265;1347;-82;122.5;;
4.5;455;472;-17;129.35;;
4.6;546;535;11;104.46;;
4;0;0;0;93.69;;
5.4;1194;1232;-38;89.22;;
6.3;1787;1959;-172;86.11;;
5.8;1478;1472;6;85.25;;
5.2;1052;1148;-96;84.76;;
3.7;0;0;0;89.04;;
3.1;0;0;0;103.04;;
4.3;273;256;17;113.62;;
3;0;0;0;125;;
2.2;0;0;0;125;;
2.1;0;0;0;136.7;;
0.8;0;0;0;140.17;;
1;0;0;0;140.2;;
1.7;0;0;0;140.17;;
1.5;0;0;0;140.17;;
0.6;0;0;0;140.17;;
1;0;0;0;139.99;;
0.8;0;0;0;138.7;;
1.6;0;0;0;127.66;;
2.7;0;0;0;125.44;;
2.5;0;0;0;126.79;;
1;0;0;0;115.07;;
2.1;0;0;0;113;;
3.3;0;0;0;104.46;;
4.3;273;274;-1;90.55;;
3.9;0;0;0;89.22;;
4.6;546;555;-9;84.61;;
4.3;273;262;11;85.73;;
4;0;0;0;84;;
3.9;0;0;0;89.03;;
2.9;0;0;0;102.42;;
6.4;1842;1842;0;104.79;;
5.4;1194;1205;-10;106.23;;
6;1620;1425;195;102.42;;
5.3;1123;1183;-60;102.14;;
4.2;182;164;18;104.46;;
4.2;182;183;-1;106.14;;
8.7;4936;4833;103;104.46;;
7.9;3510;3665;-155;104.46;;
7.3;2620;2795;-175;105.12;;
7.5;2916;2669;248;106.76;;
7.6;3065;3267;-203;105;;
7.5;2916;2772;145;108.67;;
10.3;7000;7205;-205;114.84;;
9.4;6214;5887;327;114.69;;
8.4;4389;4339;50;104.46;;
7.9;3510;3253;256;104.46;;
7.8;3361;2927;435;98.97;;
8.9;5302;5200;102;90.48;;
9.3;6050;6316;-266;87.11;;
9.9;7000;7318;-318;85.31;;
10.4;7000;6344;656;79.08;;
10.7;7000;6707;293;78.59;;
10.3;7000;6615;385;79.69;;
10.4;7000;7105;-105;93.06;;
9.8;7000;6633;367;102.42;;
10.7;7000;7033;-33;104.46;;
10.1;7000;6835;165;99.27;;
10;7000;7017;-17;91.86;;
9.1;5678;5887;-209;92.04;;
8.6;4754;4220;534;99.95;;
10.4;7000;6792;208;99.92;;
10.7;7000;8095;-1095;99.44;;
10.4;7000;6512;488;100.4;;
10.2;7000;5876;1124;102.18;;
10;7000;7289;-289;102.19;;
9.8;7000;7107;-107;107.08;;
10.8;7000;6639;361;115.01;;
10.3;7000;6541;459;118.46;;
9.2;5871;5528;343;112.01;;
8.8;5119;5779;-660;106.2;;
9.4;6214;6313;-99;93.77;;
9.7;6876;5889;986;99.44;;
10.3;7000;7289;-289;87.33;;
10.8;7000;6633;367;84;;
10.8;7000;7303;-303;76.87;;
11.1;7000;6534;466;73.66;;
11.7;7000;6721;279;78.62;;
11.7;7000;6789;211;87.06;;
13.2;7000;6813;187;88.63;;
13.2;7000;7058;-58;89.37;;
12.5;7000;6390;610;88.98;;
11.9;7000;7559;-559;88.82;;
11.3;7000;6871;129;88.82;;
10.6;7000;6831;169;94.31;;
12.4;7000;7082;-82;94.34;;
11.5;7000;7227;-227;91.14;;
11;7000;7602;-602;94.44;;
10.2;7000;7155;-155;97.74;;
9.1;5678;5218;460;98.08;;
8.8;5119;5435;-316;99.78;;
10.6;7000;6412;588;104.46;;
10.2;7000;7289;-289;104.46;;
9.7;6876;7123;-248;107.25;;
8.6;4754;4547;207;104.62;;
7.9;3510;3433;77;99.47;;
7.9;3510;3509;1;89.8;;
7.6;3065;3009;56;85.7;;
8.4;4389;4523;-134;80.56;;
8.6;4754;4713;41;76.77;;
8;3658;3279;379;75.44;;
7.2;2471;2521;-50;78.14;;
6.2;1731;1590;141;89.93;;
5.6;1336;1442;-106;98;;
4.6;546;547;-1;98.62;;
4.8;728;805;-76;92.42;;
3.7;0;0;0;89.8;;
1.5;0;0;0;89.8;;
2.8;0;0;0;89.8;;
1.8;0;0;0;89.8;;
2.3;0;0;0;89.8;;
1.7;0;0;0;89.68;;
1.9;0;0;0;89.8;;
2.1;0;0;0;95.87;;
2.1;0;0;0;99.71;;
2.8;0;0;0;99.71;;
3.4;0;0;0;99.74;;
4.4;364;350;15;99.72;;
6.1;1676;1682;-6;101.44;;
8;3658;3844;-186;98.62;;
7.9;3510;3101;408;88.84;;
8.3;4206;4324;-118;87.12;;
9.3;6050;6160;-109;85.56;;
11.8;7000;7008;-8;85.56;;
12.3;7000;7089;-89;82.13;;
12.8;7000;5596;1404;79.79;;
12.6;7000;6442;558;79.79;;
10;7000;7324;-324;79.79;;
8.1;3841;3639;202;79.09;;
5.5;1265;1331;-66;78.93;;
3;0;0;0;76.07;;
2.6;0;0;0;78.19;;
4.1;91;85;7;83.03;;
5.9;1549;1609;-60;79.79;;
5.7;1407;1316;92;78.19;;
7.4;2768;2787;-19;74.66;;
4.3;273;281;-8;72.61;;
1.7;0;0;0;78.06;;
3.3;0;0;0;85.56;;
6.6;1953;2067;-114;88.84;;
8.1;3841;4123;-282;91.53;;
8.7;4936;5013;-76;91.44;;
9.1;5678;5541;137;88.38;;
9.6;6627;6549;78;86.3;;
10.4;7000;7425;-425;100.21;;
10.3;7000;6413;587;103.81;;
10.8;7000;7574;-574;97.84;;
10.8;7000;6786;214;86;;
11.2;7000;7031;-31;81.15;;
11.8;7000;7160;-160;79.76;;
11.5;7000;6776;224;52.78;;
5.7;1407;1345;62;68.85;;
4;0;0;0;50.85;;
2.8;0;0;0;49.18;;
2.9;0;0;0;56.02;;
4.2;182;153;30;49.05;;
5.5;1265;1173;93;48.79;;
4.3;273;286;-13;56.91;;
4.4;364;353;11;56.92;;
4.1;91;103;-12;79.76;;
3.6;0;0;0;79.76;;
1;0;0;0;78.38;;
2.6;0;0;0;81.15;;
0.7;0;0;0;83.88;;
3.6;0;0;0;89.34;;
5.7;1407;1405;2;90.39;;
6.2;1731;1655;76;92.3;;
7.1;2323;2413;-90;95;;
9.2;5871;6059;-188;79.53;;
6.2;1731;1589;142;73;;
6.3;1787;1742;44;66.87;;
6.5;1897;1757;141;64.64;;
7.7;3213;2871;342;65.31;;
7.6;3065;3325;-260;71.04;;
6.9;2119;2019;100;86.65;;
2.6;0;0;0;95.96;;
1.2;0;0;0;99.35;;
1.8;0;0;0;95.91;;
2.8;0;0;0;99.37;;
2.3;0;0;0;102.73;;
2.9;0;0;0;104.46;;
1.8;0;0;0;105.03;;
3.8;0;0;0;104.46;;
3.6;0;0;0;105.47;;
2.4;0;0;0;109.05;;
1.8;0;0;0;105.21;;
0.4;0;0;0;103.46;;
0.6;0;0;0;104.85;;
1.6;0;0;0;104.01;;
4.4;364;382;-18;99.38;;
5.4;1194;1092;102;98.74;;
5.1;981;900;82;98.74;;
5.3;1123;1106;17;89;;
4.4;364;366;-2;80.08;;
4.8;728;696;32;79.31;;
5.7;1407;1490;-83;76.49;;
6.1;1676;1699;-23;78.75;;
6.5;1897;1820;78;80.08;;
6.6;1953;1892;61;91.99;;
3.5;0;0;0;97.56;;
1.8;0;0;0;99.72;;
1.6;0;0;0;97.47;;
0.7;0;0;0;99.61;;
0.5;0;0;0;110.51;;
0.6;0;0;0;112.49;;
1;0;0;0;111.08;;
2.3;0;0;0;113.2;;
3.2;0;0;0;115.59;;
3;0;0;0;127;;
3.3;0;0;0;126.06;;
1.1;0;0;0;125.51;;
0.6;0;0;0;124;;
0.1;0;0;0;122.47;;
1.4;0;0;0;117.13;;
1.9;0;0;0;109.88;;
4;0;0;0;106.18;;
5.1;981;1045;-64;98.1;;
5.5;1265;1311;-46;90.35;;
5.6;1336;1407;-71;85.14;;
6.1;1676;1646;29;83.85;;
6.1;1676;1761;-85;84;;
6.5;1897;1989;-91;85.14;;
3.4;0;0;0;99.68;;
3.5;0;0;0;113;;
2.6;0;0;0;119.23;;
1.3;0;0;0;118;;
4.9;819;948;-129;124;;
5;911;897;13;133.85;;
4.1;91;88;3;140.14;;
1.3;0;0;0;140.17;;
2.4;0;0;0;140.17;;
4;0;0;0;140.19;;
1.7;0;0;0;140.19;;
1;0;0;0;140.17;;
0.8;0;0;0;139.33;;
0.9;0;0;0;138.06;;
3;0;0;0;131;;
3.6;0;0;0;129;;
3.2;0;0;0;120.13;;
4.7;637;654;-17;114.22;;
5.5;1265;1276;-10;99.99;;
8;3658;3322;336;89.96;;
9;5484;5261;224;85.34;;
8.6;4754;4863;-109;84.95;;
8.6;4754;4665;89;84.95;;
8.3;4206;3946;260;88.4;;
8.1;3841;4260;-419;102.42;;
7.3;2620;2962;-343;113.64;;
6.3;1787;1682;105;131.17;;
4.9;819;910;-90;131.24;;
5.2;1052;1070;-17;130.31;;
5.9;1549;1527;22;131.46;;
5.6;1336;1391;-54;138.96;;
4;0;0;0;142.17;;
4.4;364;360;4;142.17;;
4.9;819;842;-22;142.17;;
5.9;1549;1527;22;142.18;;
6.8;2064;2132;-68;142.33;;
7.1;2323;2487;-164;142.35;;
7.6;3065;3063;2;142.19;;
8.6;4754;3869;885;142.34;;
9.5;6378;7080;-702;141.09;;
9.7;6876;7152;-276;141.07;;
10.7;7000;6906;94;142.18;;
11.4;7000;7239;-239;142.17;;
10.1;7000;6129;871;131.15;;
12.1;7000;7220;-220;105.92;;
13.3;7000;7152;-152;101.72;;
10.4;7000;6561;439;96.97;;
11.4;7000;6725;275;97.77;;
12.4;7000;6742;258;106.05;;
11.9;7000;6335;665;122.79;;
12.3;7000;7509;-509;131.49;;
11.4;7000;7075;-75;134.24;;
11.7;7000;6828;172;141.09;;
11.6;7000;7780;-780;142.84;;
12;7000;7302;-302;144.75;;
12.2;7000;7307;-307;150;;
12.8;7000;7351;-351;148.27;;
12.3;7000;7338;-338;149.57;;
12.4;7000;6978;22;155.38;;
12.1;7000;7189;-189;160.19;;
12.7;7000;6377;623;160.35;;
10.7;7000;6246;754;160.35;;
10.1;7000;6694;306;160.35;;
10.5;7000;6724;276;153.39;;
11.6;7000;6835;165;147.1;;
12.7;7000;7352;-352;142.37;;
13.1;7000;7034;-34;160.19;;
11.7;7000;6711;289;150;;
11.7;7000;7413;-413;150;;
12.7;7000;5883;1117;122.84;;
13.6;7000;6660;340;112.39;;
13.8;7000;7100;-100;104.46;;
14.4;7000;7806;-806;102.84;;
15.8;7000;7841;-841;102.87;;
15.2;7000;6940;60;119;;
15;7000;6972;28;119;;
14.6;7000;7142;-142;121.31;;
15.2;7000;5875;1125;150;;
14.9;7000;7173;-173;160;;
17.1;7000;7009;-9;160;;
16.4;7000;7353;-353;160;;
15.2;7000;6999;1;160;;
13.8;7000;6131;869;160.35;;
13.4;7000;7258;-258;160.35;;
12.8;7000;6268;732;160.36;;
14.1;7000;6624;376;160.2;;
13.3;7000;7379;-379;160.35;;
12.7;7000;7105;-105;160.19;;
13.1;7000;6899;101;160.35;;
13.6;7000;5459;1541;160.37;;
14.3;7000;7185;-185;160.19;;
15.1;7000;7162;-162;160.17;;
14.3;7000;6909;91;142;;
14.2;7000;7321;-321;132.22;;
14.4;7000;7636;-636;105.7;;
14.8;7000;7298;-298;102.07;;
15;7000;7046;-46;100.13;;
16.6;7000;8063;-1063;90.2;;
15.6;7000;6672;328;90.12;;
14.7;7000;7005;-5;93.3;;
14.8;7000;6871;129;103.16;;
14.2;7000;6930;70;129.99;;
14.2;7000;7026;-26;141.99;;
15.5;7000;7055;-55;142.1;;
14.6;7000;6613;387;142;;
13.5;7000;6389;611;141.98;;
11.9;7000;6726;274;142.3;;
11;7000;6247;753;158.1;;
11.5;7000;6396;604;160.17;;
13.3;7000;6277;723;143.51;;
12.5;7000;6846;154;160.17;;
11.9;7000;6565;435;142.3;;
12.5;7000;6252;748;160.17;;
13;7000;7168;-168;160.18;;
9.6;6627;6751;-124;145.05;;
6.2;1731;1659;72;127.46;;
7.3;2620;2636;-17;105.5;;
7.8;3361;3744;-383;98.45;;
7.5;2916;3077;-160;96.5;;
6.9;2119;2184;-65;95.5;;
6.5;1897;1759;139;113.02;;
6.1;1676;1798;-123;142.1;;
5.4;1194;1108;86;160.18;;
5;911;964;-53;160.22;;
4.6;546;502;44;160.22;;
4.2;182;165;17;160.22;;
3.6;0;0;0;160.24;;
3.7;0;0;0;160.24;;
3.2;0;0;0;160.24;;
1.9;0;0;0;160.23;;
2.3;0;0;0;160.33;;
1.7;0;0;0;160.2;;
1.1;0;0;0;160.2;;
0.9;0;0;0;160.18;;
1.6;0;0;0;160.17;;
2.6;0;0;0;141.98;;
4.5;455;447;9;160.19;;
5.9;1549;1632;-83;160.22;;
6.8;2064;1788;276;161.53;;
6.1;1676;1545;131;133.71;;
