Wind Speed;Production;Actual Production;Difference;SMP;Forecasting error;0.07
3.7;0;0;0;57.02;;
5.2;1052;1056;-4;56.56;;
5.7;1407;1451;-43;55.03;;
6.2;1731;1657;74;54;;
6.1;1676;1494;181;54;;
5.3;1123;1161;-38;46.01;;
3;0;0;0;53.82;;
3.2;0;0;0;50.45;;
3.3;0;0;0;53.82;;
3.2;0;0;0;53.82;;
3.3;0;0;0;54;;
3.5;0;0;0;53.82;;
2.1;0;0;0;24.19;;
2.9;0;0;0;22.65;;
1.6;0;0;0;30;;
1.8;0;0;0;38.99;;
2.6;0;0;0;53.82;;
1;0;0;0;56.56;;
1.1;0;0;0;72.91;;
0.7;0;0;0;77.02;;
0.7;0;0;0;64.77;;
1.2;0;0;0;63.02;;
2.1;0;0;0;62.37;;
2.6;0;0;0;57.9;;
2.4;0;0;0;54.68;;
3.9;0;0;0;54.68;;
4.4;364;382;-17;54.68;;
5.6;1336;1325;11;54.68;;
4.9;819;866;-47;58.36;;
3;0;0;0;71.15;;
2.7;0;0;0;76.93;;
3.7;0;0;0;75;;
4.4;364;346;18;66.93;;
5;911;991;-80;66.44;;
5.8;1478;1457;21;69.82;;
6.6;1953;1980;-27;66.89;;
7.7;3213;3067;146;62.75;;
9.1;5678;5412;265;59.87;;
7.5;2916;3011;-94;66.89;;
2.6;0;0;0;68.45;;
2.8;0;0;0;74.28;;
7.7;3213;3737;-524;78.99;;
10.6;7000;6138;862;84.05;;
8.5;4571;4461;110;81.02;;
7.3;2620;2823;-203;75.05;;
3;0;0;0;72.98;;
6.5;1897;2062;-165;66.55;;
4.7;637;543;95;64.8;;
7.9;3510;3205;305;60.5;;
10.4;7000;8700;-1700;59;;
10.4;7000;6045;955;60;;
10.8;7000;6240;760;60.01;;
10;7000;6861;139;66.55;;
10.2;7000;7776;-776;78.06;;
8.9;5302;5338;-36;85;;
8.6;4754;5083;-329;91.45;;
8.1;3841;3855;-14;84.9;;
8.1;3841;3944;-104;80.13;;
7.6;3065;3484;-419;76.56;;
8.1;3841;3836;5;73.04;;
9.3;6050;5430;620;68.6;;
12.1;7000;7482;-482;60.17;;
11.2;7000;6582;418;60.02;;
11.5;7000;6264;736;60.69;;
12.9;7000;6450;550;66.6;;
12;7000;7064;-64;70.7;;
4.5;455;376;80;76.57;;
5;911;974;-63;79.27;;
8.1;3841;3711;129;68.01;;
7.4;2768;2617;152;66.91;;
6.3;1787;1691;96;57.05;;
3.4;0;0;0;55.77;;
8.8;5119;5236;-117;54.64;;
9.2;5871;5683;189;54.64;;
9.3;6050;5692;358;54.64;;
8.1;3841;3810;31;54.64;;
6.5;1897;1994;-96;58.5;;
3.5;0;0;0;66.88;;
8.1;3841;3200;641;71.32;;
7.6;3065;3041;24;73.52;;
6.8;2064;2061;3;66.57;;
5.2;1052;972;80;58.36;;
3.7;0;0;0;54.87;;
3.2;0;0;0;55.69;;
5.9;1549;1606;-57;54.64;;
7.1;2323;2391;-67;54.64;;
6.4;1842;2030;-188;54.64;;
7.1;2323;2627;-304;54.64;;
6.5;1897;2054;-157;60.01;;
7.1;2323;2220;103;69.11;;
7.4;2768;2643;125;72.58;;
10;7000;7395;-395;74.59;;
11.1;7000;7217;-217;70.77;;
10.1;7000;7031;-31;66.88;;
10.1;7000;6661;339;58.36;;
12.9;7000;6944;56;54.59;;
10.4;7000;7250;-250;54.59;;
10.6;7000;6792;208;54.59;;
9;5484;5486;-2;55.35;;
10;7000;7940;-940;58.33;;
9.4;6214;6194;20;58.33;;
8.8;5119;4722;397;71.77;;
5.5;1265;1238;27;76.4;;
3.3;0;0;0;74.83;;
2.3;0;0;0;75;;
3.2;0;0;0;66.85;;
5.1;981;1018;-36;64.05;;
5.7;1407;1371;36;66.85;;
1.6;0;0;0;66.85;;
2.3;0;0;0;66.85;;
4.7;637;618;20;66.85;;
4.7;637;667;-30;67.99;;
1.6;0;0;0;68.25;;
1.1;0;0;0;76;;
4.2;182;173;10;72.28;;
3.6;0;0;0;78;;
4;0;0;0;77.85;;
5.1;981;1013;-32;74.67;;
4.9;819;912;-93;65.95;;
4.3;273;275;-2;67.73;;
4.2;182;209;-27;63.97;;
2.2;0;0;0;59.75;;
1.2;0;0;0;58.41;;
1.2;0;0;0;59.88;;
1.1;0;0;0;60;;
1.6;0;0;0;65.13;;
2;0;0;0;54.48;;
3.5;0;0;0;53.5;;
3.6;0;0;0;55.75;;
3.8;0;0;0;55.75;;
3.7;0;0;0;54.71;;
3.4;0;0;0;54.71;;
2.6;0;0;0;54;;
2.5;0;0;0;54.71;;
2.7;0;0;0;54.71;;
2.3;0;0;0;62.54;;
1.7;0;0;0;69.64;;
0.7;0;0;0;75.55;;
2.6;0;0;0;66.05;;
2.5;0;0;0;69.04;;
1.6;0;0;0;71.28;;
1.6;0;0;0;75;;
1.7;0;0;0;66.05;;
2.4;0;0;0;64.31;;
4.6;546;605;-59;60.34;;
6.2;1731;1576;155;59.93;;
5.4;1194;1337;-142;59.93;;
4.8;728;738;-10;59.9;;
4.4;364;421;-57;58;;
3.4;0;0;0;52.54;;
4.7;637;562;75;53.95;;
4.9;819;817;2;54.02;;
4.1;91;92;-1;56.21;;
3.8;0;0;0;57.45;;
3.7;0;0;0;56.71;;
4.7;637;697;-60;53.13;;
3.7;0;0;0;51.05;;
4.6;546;534;12;48.24;;
5.6;1336;1293;43;45.53;;
7.1;2323;2668;-345;48.98;;
7.8;3361;3511;-150;50.47;;
7.8;3361;3653;-291;54.4;;
8.5;4571;4876;-305;61.01;;
9;5484;5537;-53;68.69;;
9.2;5871;5979;-108;65.06;;
9.2;5871;5693;178;60.34;;
9.5;6378;6202;176;59.54;;
5.95;1585;1634;-49;60.37;;
2.4;0;0;0;53.05;;
2.2;0;0;0;50.46;;
2.3;0;0;0;49.03;;
2.3;0;0;0;49.43;;
2.8;0;0;0;49.26;;
2.7;0;0;0;48.38;;
2.4;0;0;0;49.47;;
2.4;0;0;0;50.76;;
3.1;0;0;0;48.08;;
3.7;0;0;0;46.18;;
3.8;0;0;0;42.08;;
3.7;0;0;0;31.18;;
2.6;0;0;0;9.99;;
2.9;0;0;0;3;;
3.4;0;0;0;3;;
1.9;0;0;0;8;;
0.7;0;0;0;35.77;;
0.8;0;0;0;53.31;;
1.1;0;0;0;60.37;;
0.7;0;0;0;68.65;;
0.8;0;0;0;67.93;;
1.5;0;0;0;69.57;;
1.9;0;0;0;60.37;;
1.3;0;0;0;58.48;;
1.4;0;0;0;54.64;;
0.3;0;0;0;52.7;;
1;0;0;0;52.51;;
1.2;0;0;0;55.84;;
0.7;0;0;0;58.7;;
1.3;0;0;0;58.64;;
3.1;0;0;0;30.54;;
4.1;91;90;2;0;;
3.5;0;0;0;30.39;;
3.6;0;0;0;39.53;;
3.6;0;0;0;42.03;;
3.8;0;0;0;37.89;;
2.7;0;0;0;37.51;;
3.5;0;0;0;42.02;;
3.7;0;0;0;52.1;;
2;0;0;0;59;;
1.1;0;0;0;60.3;;
0.9;0;0;0;73.99;;
1.2;0;0;0;75.02;;
1.2;0;0;0;75.3;;
1.3;0;0;0;70.92;;
1.3;0;0;0;70.81;;
1.7;0;0;0;60.3;;
1.1;0;0;0;71.93;;
1.4;0;0;0;61.74;;
1.2;0;0;0;64.85;;
1.7;0;0;0;60.41;;
0.6;0;0;0;60;;
0.5;0;0;0;60;;
1.9;0;0;0;60;;
8.3;4206;4449;-243;59.06;;
9.1;5678;5872;-194;55;;
8.5;4571;4950;-379;57.25;;
8.8;5119;5686;-566;59.06;;
7.5;2916;2967;-51;59.06;;
7.3;2620;2365;255;59.06;;
7.4;2768;2729;39;52.41;;
7.9;3510;3463;46;52.29;;
7.8;3361;3283;79;53.91;;
4.6;546;564;-18;59.06;;
1.7;0;0;0;67.99;;
2.5;0;0;0;65.28;;
2.1;0;0;0;83.11;;
1.5;0;0;0;87.36;;
1.8;0;0;0;80.57;;
1.2;0;0;0;75.85;;
2.8;0;0;0;70.45;;
8.8;5119;5324;-205;59.39;;
6;1620;1807;-186;59.39;;
4.5;455;473;-18;48.24;;
3.2;0;0;0;34.14;;
4.6;546;526;20;49;;
10.5;7000;7491;-491;60;;
12.1;7000;7063;-63;63.76;;
13.4;7000;6277;723;70.7;;
10.5;7000;6691;309;70.3;;
11.6;7000;6435;565;70.3;;
13.6;7000;6259;741;60.74;;
16.8;7000;7710;-710;63.47;;
17.1;7000;7066;-66;60;;
14.7;7000;7306;-306;45;;
12.1;7000;6777;223;35.24;;
11.9;7000;6545;455;40.8;;
8.9;5302;5891;-589;50.05;;
8.1;3841;3988;-148;58.06;;
8.7;4936;5097;-161;59.39;;
5.3;1123;1060;64;65;;
6.7;2008;1809;200;71.86;;
9.1;5678;5616;62;64.51;;
10.1;7000;6781;219;60.74;;
11.5;7000;6656;344;59.39;;
12.9;7000;6258;742;67.5;;
9;5484;5437;47;62.89;;
10.4;7000;6878;122;61.91;;
12;7000;6569;431;58.59;;
13.5;7000;6355;645;60.11;;
13.5;7000;5568;1432;62.69;;
14.6;7000;7607;-607;76.53;;
9.9;7000;6990;10;84.5;;
9.5;6378;7113;-734;88.62;;
10.3;7000;7219;-219;80.76;;
10.4;7000;6670;330;73.5;;
10.7;7000;7487;-487;66.53;;
10.4;7000;5793;1207;64.66;;
6.7;2008;1982;27;60.5;;
6.5;1897;1718;180;62.88;;
6.5;1897;2139;-242;65.32;;
7.3;2620;2580;40;68.91;;
7.6;3065;3081;-16;71.41;;
8.8;5119;5806;-687;78.97;;
7.6;3065;3189;-124;91.01;;
8.9;5302;5424;-122;91.17;;
10.1;7000;6825;175;85;;
9.3;6050;5730;320;80;;
8.1;3841;3947;-106;74.04;;
9.4;6214;5883;331;68.95;;
9.6;6627;6186;441;65.01;;
9.4;6214;6205;10;62.71;;
8.3;4206;4291;-85;60.28;;
7.2;2471;2645;-174;60.34;;
6.5;1897;1858;40;64.35;;
5.2;1052;1017;35;76.96;;
3.5;0;0;0;88.74;;
2.8;0;0;0;86.25;;
3.9;0;0;0;73.21;;
4.9;819;786;33;65;;
5;911;872;38;68.59;;
5.2;1052;1008;44;58.52;;
3;0;0;0;39.52;;
4.2;182;177;5;34.44;;
5.1;981;934;48;42.68;;
3.4;0;0;0;58.54;;
2.1;0;0;0;58.54;;
1.2;0;0;0;60.26;;
0.8;0;0;0;70.91;;
2.8;0;0;0;85.34;;
3.1;0;0;0;74.34;;
2;0;0;0;69.82;;
1.8;0;0;0;61.89;;
1.9;0;0;0;72.62;;
1.9;0;0;0;69.8;;
2.6;0;0;0;67.06;;
2.8;0;0;0;65.78;;
3.1;0;0;0;66.4;;
3.4;0;0;0;68.5;;
1.1;0;0;0;75.62;;
1.7;0;0;0;62.99;;
2.2;0;0;0;60.94;;
2.1;0;0;0;58.23;;
1.6;0;0;0;54.12;;
1.8;0;0;0;59.74;;
0.9;0;0;0;59.74;;
3.2;0;0;0;58.23;;
4.3;273;318;-45;46.88;;
5.6;1336;1311;25;48.66;;
7.2;2471;2669;-197;58.23;;
7.2;2471;2473;-2;52.69;;
7.3;2620;2408;211;59.74;;
7.9;3510;3852;-342;69.42;;
7.7;3213;2964;249;75.16;;
7;2175;2300;-125;66;;
7.4;2768;2877;-108;59.74;;
8.2;4023;3965;58;49.97;;
9.5;6378;7128;-749;80;;
10.2;7000;7034;-34;61.55;;
11.7;7000;7431;-431;65;;
12.4;7000;7201;-201;61.55;;
12.5;7000;7583;-583;61.55;;
12.8;7000;6423;577;26;;
13.3;7000;6921;79;42.99;;
13;7000;7235;-235;39;;
13.1;7000;6304;696;35;;
13.9;7000;6509;491;11;;
13.8;7000;6498;502;24.34;;
14.5;7000;7713;-713;22.99;;
14.9;7000;7135;-135;27.93;;
16.1;7000;7075;-75;0.02;;
15.9;7000;7533;-533;0;;
15.9;7000;7832;-832;0;;
14.8;7000;6584;416;18.53;;
14;7000;7071;-71;45;;
13.7;7000;6766;234;80.1;;
15.2;7000;7421;-421;64.39;;
15.2;7000;6182;818;64.66;;
15.6;7000;6752;248;62;;
16.2;7000;6646;354;45.59;;
17.3;7000;6675;325;31.16;;
17.7;7000;6126;874;60.21;;
17.7;7000;6923;77;48.99;;
17.5;7000;7693;-693;44.93;;
17.6;7000;6172;828;42.27;;
16.3;7000;6449;551;43.97;;
15.1;7000;6524;476;53.8;;
16.6;7000;7234;-234;73;;
15.7;7000;6626;374;86.91;;
16.8;7000;7004;-4;86.21;;
18.2;7000;6751;249;79.83;;
20.1;7000;6432;568;71.01;;
16.3;7000;6117;883;66.26;;
14.9;7000;7417;-417;65;;
14.3;7000;6512;488;60.86;;
15.1;7000;7282;-282;58.23;;
14.4;7000;6272;728;58.23;;
9.9;7000;7431;-431;68.83;;
8.9;5302;5069;232;76.6;;
8.9;5302;5360;-59;60.38;;
9.9;7000;6929;71;71.18;;
10.9;7000;7146;-146;79.95;;
8.8;5119;5108;11;71.62;;
13.2;7000;6588;412;69.77;;
9.5;6378;6998;-619;64.24;;
9.3;6050;5963;87;62;;
6.4;1842;1805;37;59.34;;
5.5;1265;1196;69;57.77;;
6.6;1953;2160;-207;55.45;;
6.8;2064;2196;-132;56.59;;
7.2;2471;2594;-123;59.34;;
10.7;7000;6662;338;67.64;;
3.9;0;0;0;76.52;;
4.4;364;363;1;72.69;;
5.8;1478;1486;-8;69.64;;
5.9;1549;1365;184;69.32;;
6.1;1676;1755;-80;70.4;;
6.2;1731;1768;-37;66.94;;
5.4;1194;1158;37;65.13;;
5.2;1052;1015;37;64.94;;
6.9;2119;2085;35;65;;
8.3;4206;4147;59;68.84;;
9.6;6627;6457;170;75.01;;
9.1;5678;5716;-38;77.66;;
8.8;5119;5778;-659;81.19;;
9;5484;5763;-279;80;;
8.6;4754;5006;-253;79.62;;
8.2;4023;4101;-77;75.34;;
8.1;3841;4386;-546;68.62;;
9.5;6378;5866;512;62.26;;
8.1;3841;3856;-16;58.2;;
10.5;7000;6897;103;56.31;;
11.2;7000;5753;1247;54.81;;
12.9;7000;7370;-370;55.01;;
11.1;7000;7185;-185;58.84;;
12.3;7000;7598;-598;69.99;;
11.6;7000;7044;-44;74.49;;
12.9;7000;7189;-189;74.81;;
12;7000;6637;363;72.26;;
12.6;7000;7116;-116;67.77;;
11.8;7000;7874;-874;63.55;;
11.9;7000;7437;-437;61.2;;
11;7000;7565;-565;57.47;;
12.2;7000;6778;222;56.47;;
11.1;7000;7217;-217;59.94;;
10.8;7000;7735;-735;60.97;;
10.4;7000;6939;61;65.03;;
10.1;7000;7350;-350;70;;
9.3;6050;6208;-158;71.38;;
9.8;7000;7445;-445;72.62;;
9.7;6876;6809;66;76.23;;
10.4;7000;7399;-399;70.76;;
11.7;7000;6984;16;62;;
12.3;7000;6608;392;65.04;;
11;7000;7422;-422;63.15;;
12.2;7000;7194;-194;60.74;;
13;7000;7067;-67;60.85;;
13.8;7000;7136;-136;59.9;;
13.2;7000;7050;-50;60.69;;
13.3;7000;6943;57;69.18;;
11.8;7000;7213;-213;69.06;;
11.4;7000;6236;764;66.94;;
10.7;7000;7435;-435;69.87;;
9.5;6378;6040;339;67.59;;
9.3;6050;5176;874;67.37;;
9;5484;5674;-189;60;;
8.9;5302;5209;93;52.52;;
8.5;4571;4443;128;51.37;;
9;5484;4931;554;49.78;;
9.1;5678;5159;519;54.99;;
7.8;3361;4016;-654;59.7;;
6.8;2064;2247;-183;64.81;;
5.2;1052;968;84;64.74;;
5.2;1052;1059;-7;71.42;;
5.5;1265;1350;-85;74.9;;
7.3;2620;2701;-81;74.98;;
6.9;2119;2097;22;67.39;;
8.5;4571;4445;126;65.46;;
8.1;3841;3817;23;61.59;;
8.1;3841;3838;2;60.12;;
8.9;5302;5267;35;58;;
9.3;6050;5364;686;62.04;;
9;5484;5716;-232;68;;
9.8;7000;6093;907;75.61;;
10.6;7000;6727;273;85.36;;
9.3;6050;5732;318;77.03;;
9.1;5678;5310;368;72.04;;
8.6;4754;4498;256;75.88;;
9.1;5678;6020;-342;75.26;;
9.6;6627;6164;463;69.06;;
8.5;4571;4320;252;65;;
7.9;3510;3703;-193;60;;
7.9;3510;3664;-154;60.12;;
8;3658;4236;-578;61.51;;
7.7;3213;2903;310;63.61;;
8.5;4571;4330;242;71.55;;
6.2;1731;1548;183;78.19;;
5.8;1478;1404;74;78.73;;
5.9;1549;1586;-37;78.22;;
6.1;1676;1677;-1;76.66;;
6.3;1787;1851;-64;69.06;;
6.6;1953;1605;348;75.15;;
6.7;2008;2198;-189;70;;
7.1;2323;2473;-150;68;;
7.5;2916;3008;-92;63.21;;
7.9;3510;3784;-274;60.8;;
7.6;3065;2835;229;62.99;;
6.5;1897;1645;253;62.15;;
8;3658;3530;128;62.4;;
7;2175;2203;-28;64.97;;
6.7;2008;1922;87;61.75;;
6.4;1842;2002;-160;56.97;;
6.8;2064;2125;-61;58.5;;
6.7;2008;2144;-135;54.24;;
6.2;1731;1771;-40;51.74;;
5.6;1336;1177;160;45.16;;
5.3;1123;1073;51;49.92;;
4.3;273;263;10;58.58;;
3.7;0;0;0;64.5;;
3.6;0;0;0;65.16;;
1.7;0;0;0;73.91;;
3.1;0;0;0;78.27;;
3.3;0;0;0;73.65;;
4.2;182;162;20;70.73;;
4.2;182;171;11;65;;
4.7;637;746;-109;60.22;;
3.5;0;0;0;50.86;;
4.3;273;293;-20;50.84;;
5;911;968;-57;50.83;;
5.6;1336;1286;50;50.83;;
5.4;1194;1202;-8;50.83;;
4.7;637;592;46;43.97;;
2.2;0;0;0;44.26;;
1.2;0;0;0;44.17;;
4.1;91;103;-12;44.26;;
3.9;0;0;0;49.35;;
4;0;0;0;50.94;;
4.7;637;611;26;56;;
4.7;637;640;-2;43.94;;
4.9;819;955;-135;34.59;;
4.7;637;659;-22;29.99;;
2;0;0;0;44.05;;
1.5;0;0;0;56;;
0.3;0;0;0;68.68;;
1.1;0;0;0;72.99;;
1.5;0;0;0;79.51;;
1.2;0;0;0;78;;
1.8;0;0;0;74.81;;
2.1;0;0;0;69.05;;
2.3;0;0;0;60.51;;
2.5;0;0;0;53.03;;
3.1;0;0;0;48.56;;
2.6;0;0;0;49.85;;
1.7;0;0;0;54.99;;
0.9;0;0;0;63.7;;
2.6;0;0;0;74.41;;
3.5;0;0;0;85.12;;
4.6;546;518;29;88.94;;
5.9;1549;1660;-111;78.81;;
5.5;1265;1215;51;64.5;;
4.3;273;284;-11;59.58;;
4.9;819;850;-30;59.58;;
6.1;1676;1465;211;25;;
6.2;1731;1393;338;10;;
4.5;455;471;-16;31.99;;
3.5;0;0;0;61.26;;
1.2;0;0;0;66.04;;
1.5;0;0;0;66.32;;
2.6;0;0;0;80;;
4.6;546;493;54;88.92;;
3.9;0;0;0;82.13;;
6.7;2008;1869;140;82;;
9.2;5871;5302;570;76.73;;
9.2;5871;6009;-138;68;;
4.8;728;798;-69;62;;
4.6;546;551;-4;59.66;;
3.9;0;0;0;56.68;;
3.4;0;0;0;59.92;;
2.1;0;0;0;67.21;;
3.4;0;0;0;76.46;;
8.8;5119;4973;146;84.16;;
10.8;7000;7347;-347;86.97;;
10.6;7000;7231;-231;73.56;;
10.2;7000;7495;-495;73.56;;
9.4;6214;6298;-84;69.83;;
7.7;3213;2983;230;69.83;;
10;7000;6908;92;64.5;;
7.9;3510;3804;-294;60;;
7.2;2471;2273;198;60.82;;
6.4;1842;1694;148;69.83;;
4.9;819;876;-57;74.2;;
3;0;0;0;80;;
6.4;1842;1773;69;88.24;;
5.3;1123;1166;-43;89.95;;
5.3;1123;1025;99;87.98;;
4.1;91;88;3;83.7;;
3;0;0;0;78.92;;
2.6;0;0;0;72.59;;
4.4;364;352;13;65.82;;
3.6;0;0;0;63.1;;
2.2;0;0;0;62.08;;
1.6;0;0;0;63.82;;
0.4;0;0;0;69.8;;
2;0;0;0;82.96;;
2;0;0;0;90.25;;
3.6;0;0;0;91.85;;
3.8;0;0;0;86.84;;
4.9;819;967;-148;69.79;;
4.7;637;647;-9;68.18;;
4.8;728;749;-21;63.1;;
4.3;273;260;14;59.53;;
4.8;728;707;21;15;;
4.7;637;617;20;33.49;;
4.6;546;549;-3;65.02;;
3.4;0;0;0;65.02;;
1;0;0;0;65.02;;
0.7;0;0;0;69.79;;
1.4;0;0;0;92.24;;
2.1;0;0;0;81.74;;
2.4;0;0;0;79;;
5.5;1265;1338;-72;80.05;;
8.3;4206;4086;120;78.21;;
6.3;1787;2005;-219;69.36;;
7.1;2323;2311;12;65.53;;
6.9;2119;2031;89;63.63;;
8.2;4023;4061;-38;65;;
10.1;7000;7387;-387;64.5;;
10;7000;7381;-381;69.36;;
10.6;7000;7396;-396;69.36;;
10.4;7000;6022;978;66.33;;
11.2;7000;7000;0;58.98;;
11;7000;6310;690;58.98;;
9.9;7000;6300;700;69.36;;
13.8;7000;6629;371;69.07;;
15.3;7000;6823;177;60.39;;
16.8;7000;6949;51;52.49;;
15;7000;7212;-212;51.91;;
12.8;7000;7266;-266;60.39;;
9.8;7000;6871;129;67.86;;
12;7000;6714;286;60.39;;
12.3;7000;6641;359;67.6;;
10.4;7000;7252;-252;69.36;;
10.3;7000;6767;233;66.33;;
8.2;4023;3527;496;64.89;;
6.8;2064;2182;-118;60.39;;
6.5;1897;1918;-20;56.46;;
5.7;1407;1560;-152;40.07;;
6.6;1953;1910;43;32.32;;
7.1;2323;2501;-178;27.94;;
7.5;2916;3012;-95;29.18;;
7.5;2916;3018;-102;47.61;;
6.9;2119;1897;223;65.8;;
6.4;1842;1835;7;67.18;;
4.3;273;244;29;60.39;;
3.6;0;0;0;40.12;;
3.1;0;0;0;39.99;;
3;0;0;0;44.8;;
3;0;0;0;57.34;;
3.9;0;0;0;34.82;;
2.9;0;0;0;32.7;;
4.5;455;444;12;45.76;;
5.1;981;1043;-62;64.16;;
3.1;0;0;0;66.61;;
2.1;0;0;0;67.86;;
7.3;2620;2779;-159;87.39;;
6.9;2119;2304;-185;95.5;;
7.4;2768;2622;146;89.96;;
8;3658;3376;282;83.56;;
8.1;3841;4150;-310;75.25;;
8.1;3841;3614;226;61.05;;
7.7;3213;3426;-213;60.58;;
8.2;4023;3753;271;59.1;;
9.2;5871;5809;62;60.59;;
9.5;6378;6241;137;60.59;;
8.6;4754;4937;-183;60.59;;
8.1;3841;3530;311;59.1;;
8.1;3841;3533;307;59.1;;
5.8;1478;1428;51;53.99;;
4;0;0;0;59.1;;
2.9;0;0;0;59.1;;
3.2;0;0;0;60.58;;
3.7;0;0;0;60.39;;
3.6;0;0;0;55.95;;
3.5;0;0;0;50.93;;
3.9;0;0;0;50.54;;
3.1;0;0;0;51.04;;
4.1;91;86;5;59.1;;
1.5;0;0;0;60.58;;
6.2;1731;1722;9;60.58;;
5.7;1407;1538;-131;74.8;;
5.2;1052;1067;-15;69.01;;
5.6;1336;1123;213;63.53;;
6.1;1676;1651;24;60.96;;
6.3;1787;1937;-151;62.58;;
6.4;1842;1726;116;59.1;;
7.5;2916;2711;206;62.58;;
7.3;2620;2603;16;62.58;;
6.9;2119;2171;-52;62.58;;
5.3;1123;939;185;61.91;;
3.1;0;0;0;61.37;;
2.9;0;0;0;59.1;;
3.2;0;0;0;44.22;;
2.9;0;0;0;44.49;;
3.5;0;0;0;44.52;;
3.7;0;0;0;59.1;;
4.5;455;450;6;57.3;;
3.6;0;0;0;44.32;;
3.9;0;0;0;43.59;;
4.3;273;230;43;44.02;;
4.3;273;268;5;44.31;;
2.3;0;0;0;61.37;;
1.6;0;0;0;59.1;;
2.9;0;0;0;61.37;;
3.5;0;0;0;78.49;;
5.3;1123;1119;5;68.89;;
6.7;2008;2035;-26;73.21;;
6.9;2119;2092;28;67.64;;
6.2;1731;1718;13;60.06;;
5.6;1336;1372;-36;60.06;;
5.6;1336;1358;-22;60.06;;
6.6;1953;1877;76;60.05;;
8.1;3841;3728;113;60.06;;
7.6;3065;3132;-67;60.06;;
8.6;4754;4672;82;69.86;;
6.8;2064;2200;-136;60.52;;
4;0;0;0;60.05;;
3.6;0;0;0;60.05;;
3.9;0;0;0;58.58;;
3.4;0;0;0;58.58;;
2.3;0;0;0;60.05;;
3.8;0;0;0;58.58;;
2;0;0;0;58.58;;
1.7;0;0;0;58.58;;
2.9;0;0;0;66.62;;
2.8;0;0;0;69.32;;
1.3;0;0;0;61.91;;
5.6;1336;1177;159;79.77;;
5.5;1265;1231;35;83.27;;
5.1;981;1010;-28;75.58;;
4.5;455;406;49;71.83;;
2.2;0;0;0;63.93;;
2.2;0;0;0;58.64;;
1.7;0;0;0;50.86;;
1.9;0;0;0;50.86;;
2.1;0;0;0;50.85;;
1.7;0;0;0;50.86;;
0.6;0;0;0;50.86;;
1.6;0;0;0;66.79;;
2.1;0;0;0;73.14;;
3.4;0;0;0;78.24;;
4;0;0;0;71.23;;
4.4;364;406;-42;69.49;;
5.1;981;1022;-40;69.49;;
5;911;1139;-228;70.55;;
3.9;0;0;0;69.49;;
4.3;273;293;-20;69.49;;
3.6;0;0;0;69.49;;
3.3;0;0;0;69.49;;
1.9;0;0;0;69.49;;
1.3;0;0;0;79.27;;
1.8;0;0;0;76.7;;
2.2;0;0;0;76.74;;
1.9;0;0;0;73.16;;
1.8;0;0;0;76.21;;
2.3;0;0;0;69.49;;
2.5;0;0;0;72.13;;
1.9;0;0;0;62;;
2;0;0;0;61.23;;
1.7;0;0;0;61.2;;
1.5;0;0;0;61.23;;
1.2;0;0;0;66.87;;
2.6;0;0;0;85.91;;
4.3;273;255;18;91.08;;
5.2;1052;1072;-19;94.34;;
5;911;888;23;90.61;;
5.2;1052;1025;27;92.46;;
6.1;1676;1802;-127;87.43;;
6.3;1787;1798;-11;83.88;;
6.9;2119;2119;0;76.7;;
6.1;1676;1785;-110;75.74;;
5.6;1336;1416;-80;82.31;;
5.9;1549;1521;28;86.92;;
5.7;1407;1444;-37;94.5;;
5.3;1123;1250;-127;94.34;;
4.5;455;483;-27;94.34;;
5.1;981;872;110;96.77;;
6.1;1676;1675;0;94.34;;
4.4;364;330;34;88.73;;
3.5;0;0;0;82.94;;
2.2;0;0;0;64.93;;
3.9;0;0;0;59.88;;
1.7;0;0;0;58.03;;
0.4;0;0;0;54.62;;
0.9;0;0;0;55.94;;
1.1;0;0;0;61.08;;
3.1;0;0;0;80.51;;
9.1;5678;5401;277;80.51;;
8.1;3841;3684;156;86.97;;
7.6;3065;3075;-10;84.61;;
6.7;2008;1805;204;92.09;;
5.7;1407;1300;108;89.77;;
4.9;819;748;71;84.88;;
6.3;1787;1858;-72;77.14;;
5.7;1407;1414;-7;76.2;;
3.8;0;0;0;81.73;;
3.4;0;0;0;89.06;;
2.6;0;0;0;94.97;;
4.4;364;375;-11;95.03;;
5.9;1549;1421;128;100.47;;
6.4;1842;1839;3;104.13;;
6.3;1787;1903;-116;97.85;;
7.3;2620;2586;34;93.29;;
8.1;3841;3771;70;86.33;;
7.9;3510;3843;-334;64.38;;
7.5;2916;2973;-57;60.24;;
7.6;3065;2743;321;60.24;;
7.8;3361;3222;140;60.24;;
8.3;4206;4471;-265;60.24;;
7.3;2620;2985;-365;60.24;;
4.7;637;727;-90;71.68;;
2.7;0;0;0;80.11;;
1.3;0;0;0;84.92;;
1.7;0;0;0;76;;
1.3;0;0;0;76.18;;
1.6;0;0;0;74.15;;
1.7;0;0;0;69.88;;
3.4;0;0;0;66.94;;
2;0;0;0;66.73;;
2.4;0;0;0;66.75;;
1.5;0;0;0;69.88;;
2;0;0;0;80.96;;
0.9;0;0;0;77;;
5;911;791;120;77.95;;
4.9;819;826;-6;81.2;;
5.4;1194;1243;-49;77.87;;
5.5;1265;1506;-241;77.98;;
6.1;1676;1823;-148;75.58;;
6.6;1953;1906;47;73.02;;
6.1;1676;1673;3;67.44;;
6.7;2008;1917;92;60.55;;
8.1;3841;3556;284;60.55;;
